Player,Season,Jersey_Number,Age,Height,Position,Nationality,Player_Image,Profile_URL,Current_Club,Current_Club_URL,Current_Club_Logo,Current_Club_Country,Market_Value
Oussema Bouguerra,2025/2026,,27,1.83m,Left Winger,Tunisia,https://img.a.transfermarkt.technology/portrait/header/479300-1641374894.png?lm=1,https://www.transfermarkt.com/oussema-bouguerra/profil/spieler/479300,Esperance Tunis,https://www.transfermarkt.com/esperance-tunis/startseite/verein/3342,https://tmssl.akamaized.net//images/wappen/small/3342.png?lm=1673031552,Tunisia,€650k
Oussema Shili,2023/2024,30,28,1.85m,Left-Back,Tunisia,https://img.a.transfermarkt.technology/portrait/header/842994-1724503573.jpeg?lm=1,https://www.transfermarkt.com/oussema-shili/profil/spieler/842994,Club Africain,https://www.transfermarkt.com/club-africain-tunis/startseite/verein/819,https://tmssl.akamaized.net//images/wappen/small/819.png?lm=1737932046,Tunisia,€450k
Raed Bouchniba,2025/2026,13,22,1.82m,Right-Back,Tunisia,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.com/raed-bouchniba/profil/spieler/1008461,Esperance Tunis,https://www.transfermarkt.com/esperance-tunis/startseite/verein/3342,https://tmssl.akamaized.net//images/wappen/small/3342.png?lm=1673031552,Tunisia,€650k
Sami Helal,2016/2017,,37,1.88m,Goalkeeper,Tunisia,https://img.a.transfermarkt.technology/portrait/header/206758-1620046013.jpg?lm=1,https://www.transfermarkt.com/sami-helal/profil/spieler/206758,AS Marsa,https://www.transfermarkt.com/as-marsa/startseite/verein/18792,https://tmssl.akamaized.net//images/wappen/small/18792.png?lm=1418329221,Tunisia,€50k
Wajdi Issaoui,2024/2025,,20,,Central Midfield,Tunisia,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.com/wajdi-issaoui/profil/spieler/1338664,AS Soliman,https://www.transfermarkt.com/as-soliman/startseite/verein/52128,https://tmssl.akamaized.net//images/wappen/small/52128.png?lm=1468792418,Tunisia,
Yan Sasse,2025/2026,10,28,1.73m,Right Winger,Brazil,https://img.a.transfermarkt.technology/portrait/header/469136-1579457572.jpeg?lm=1,https://www.transfermarkt.com/yan-sasse/profil/spieler/469136,Esperance Tunis,https://www.transfermarkt.com/esperance-tunis/startseite/verein/3342,https://tmssl.akamaized.net//images/wappen/small/3342.png?lm=1673031552,Tunisia,€1.80m
Yassine Meriah,2025/2026,5,32,1.88m,Centre-Back,Tunisia,https://img.a.transfermarkt.technology/portrait/header/306330-1585411859.jpeg?lm=1,https://www.transfermarkt.com/yassine-meriah/profil/spieler/306330,Esperance Tunis,https://www.transfermarkt.com/esperance-tunis/startseite/verein/3342,https://tmssl.akamaized.net//images/wappen/small/3342.png?lm=1673031552,Tunisia,€1.20m
Youcef Belaïli,2025/2026,11,33,1.79m,Left Winger,Algeria,https://img.a.transfermarkt.technology/portrait/header/175014-1743953300.jpg?lm=1,https://www.transfermarkt.com/youcef-belaili/profil/spieler/175014,Esperance Tunis,https://www.transfermarkt.com/esperance-tunis/startseite/verein/3342,https://tmssl.akamaized.net//images/wappen/small/3342.png?lm=1673031552,Tunisia,€1.70m
Younes Rached,2025/2026,28,26,,Left Winger,Tunisia,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.com/younes-rached/profil/spieler/849542,Esperance Tunis,https://www.transfermarkt.com/esperance-tunis/startseite/verein/3342,https://tmssl.akamaized.net//images/wappen/small/3342.png?lm=1673031552,Tunisia,€400k
Youssef Abdelli,2024/2025,,27,1.83m,Centre-Forward,Tunisia,https://img.a.transfermarkt.technology/portrait/header/700702-1632991511.png?lm=1,https://www.transfermarkt.com/youssef-abdelli/profil/spieler/700702,US Monastir,https://www.transfermarkt.com/us-monastir/startseite/verein/9890,https://tmssl.akamaized.net//images/wappen/small/9890.png?lm=1563116766,Tunisia,€400k
Zakaria El Ayeb,2025/2026,,22,1.88m,Central Midfield,Tunisia,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.com/zakaria-el-ayeb/profil/spieler/1063396,Esperance Tunis,https://www.transfermarkt.com/esperance-tunis/startseite/verein/3342,https://tmssl.akamaized.net//images/wappen/small/3342.png?lm=1673031552,Tunisia,€300k
Zied Berrima,2023/2024,17,24,1.81m,Centre-Forward,Tunisia,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.com/zied-berrima/profil/spieler/645530,Club Athlétique Bizertin,https://www.transfermarkt.com/ca-bizertin/startseite/verein/12717,https://tmssl.akamaized.net//images/wappen/small/12717.png?lm=1534152607,Tunisia,€50k
Zinedine Kada,2024/2025,28,20,1.79m,Centre-Forward,Tunisia,https://img.a.transfermarkt.technology/portrait/header/default.jpg?lm=1,https://www.transfermarkt.com/zinedine-kada/profil/spieler/1248972,JS Kairouanaise,https://www.transfermarkt.com/js-kairouanaise/startseite/verein/17534,https://tmssl.akamaized.net//images/wappen/small/17534.png?lm=1418329709,Tunisia,€150k
