Player,Season,Jersey_Number,Age,Height,Position,Nationality,Player_Image,Profile_URL,Current_Club,Current_Club_URL,Current_Club_Logo,Current_Club_Country,Market_Value
Mouez Aboud,2015/2016,22,,,Defensive Midfield,Tunisia,,https://www.transfermarkt.com/mouez-aboud/profil/spieler/274971,Without Club,,https://tmssl.akamaized.net//images/wappen/verysmall/515.png?lm=1456997255,,€175k
Mouhib Selmi,2023/2024,36,,,Centre-Forward,Tunisia,,https://www.transfermarkt.com/mouhib-selmi/profil/spieler/782600,Avenir Sportif de Gabès,,https://tmssl.akamaized.net//images/wappen/verysmall/22812.png?lm=1418329501,,€50k
Moussa Konaté,2021/2022,,,1.80,Centre-Forward,Senegal,,https://www.transfermarkt.com/moussa-konate/profil/spieler/192774,Bourges Foot 18,,https://tmssl.akamaized.net//images/wappen/verysmall/91662.png?lm=1703367604,,€1.80m
Nassim Ben Khalifa,2021/2022,,,,Second Striker,Switzerland,,https://www.transfermarkt.com/nassim-ben-khalifa/profil/spieler/74288,Avispa Fukuoka,,https://tmssl.akamaized.net//images/wappen/verysmall/9597.png?lm=1633722219,,€400k
Nidhal Laifi,2025/2026,12,-3,,Left-Back,Tunisia,,https://www.transfermarkt.com/nidhal-laifi/profil/spieler/564882,Without Club,,,,€550k
Noomen Rahmani,2018/2019,,,,Left Winger,Tunisia,,https://www.transfermarkt.com/noomen-rahmani/profil/spieler/645531,ES Zarzis,,https://tmssl.akamaized.net//images/wappen/verysmall/2205.png?lm=1418329546,,
Onuche Ogbelu,2025/2026,14,-1,,Central Midfield,Nigeria,,https://www.transfermarkt.com/onuche-ogbelu/profil/spieler/1015616,Without Club,,,,€700k
Oussema Boughanmi,2012/2013,,,,Central Midfield,Tunisia,,https://www.transfermarkt.com/oussema-boughanmi/profil/spieler/133080,CS Saint-Laurent,,https://tmssl.akamaized.net//images/wappen/verysmall/92448.png?lm=1713978833,,€100k
Oussema Bouguerra,2025/2026,,-1,,Left Winger,Tunisia,,https://www.transfermarkt.com/oussema-bouguerra/profil/spieler/479300,Without Club,,,,€650k
Oussema Shili,2023/2024,30,,,Left-Back,Tunisia,,https://www.transfermarkt.com/oussema-shili/profil/spieler/842994,Club Africain,,https://tmssl.akamaized.net//images/wappen/verysmall/819.png?lm=1737932046,,€450k
Percious Boah,2021/2022,,,,Centre-Forward,Ghana,,https://www.transfermarkt.com/percious-boah/profil/spieler/843699,Without Club,,https://tmssl.akamaized.net//images/wappen/verysmall/515.png?lm=1456997255,,€50k
Rached Arfaoui,2022/2023,14,,,Right Winger,Tunisia,,https://www.transfermarkt.com/rached-arfaoui/profil/spieler/295377,Ghazl El Mahalla,,https://tmssl.akamaized.net//images/wappen/verysmall/13446.png?lm=1727759318,,€500k
Raed Bouchniba,2025/2026,13,-3,,Right-Back,Tunisia,,https://www.transfermarkt.com/raed-bouchniba/profil/spieler/1008461,Without Club,,,,€650k
Raed Fadaa,2023/2024,32,,,Right-Back,Tunisia,,https://www.transfermarkt.com/raed-fadaa/profil/spieler/537392,Without Club,,https://tmssl.akamaized.net//images/wappen/verysmall/515.png?lm=1456997255,,€150k
Rafik Kamergi,2013/2014,,,,Centre-Forward,Tunisia,,https://www.transfermarkt.com/rafik-kamergi/profil/spieler/320501,Al-Sahel Club,,https://tmssl.akamaized.net//images/wappen/verysmall/70835.png?lm=1658669112,,
Rami Jeridi,2019/2020,19,,,Goalkeeper,Tunisia,,https://www.transfermarkt.com/rami-jeridi/profil/spieler/122489,Dynamic Herb Cebu FC,,https://tmssl.akamaized.net//images/wappen/verysmall/92045.png?lm=1676721717,,€400k
Riad Benayad,2023/2024,,,,Centre-Forward,Algeria,,https://www.transfermarkt.com/riad-benayad/profil/spieler/416109,USM Alger,,https://tmssl.akamaized.net//images/wappen/verysmall/6772.png?lm=1705509817,,€450k
Rodrigo Rodrigues,2023/2024,9,,1.00,Centre-Forward,Brazil,,https://www.transfermarkt.com/rodrigo-rodrigues/profil/spieler/638262,Coritiba Foot Ball Club,,https://tmssl.akamaized.net//images/wappen/verysmall/776.png?lm=1412879464,,€1.00m
Roger Aholou,2023/2024,6,,1.20,Defensive Midfield,Togo,,https://www.transfermarkt.com/roger-aholou/profil/spieler/727208,Al-Ittihad SC,,https://tmssl.akamaized.net//images/wappen/verysmall/13505.png?lm=1735841073,,€1.20m
Saad Bguir,2018/2019,18,,1.00,Attacking Midfield,Tunisia,,https://www.transfermarkt.com/saad-bguir/profil/spieler/253752,Al-Nasr SC,,https://tmssl.akamaized.net//images/wappen/verysmall/13508.png?lm=1734838841,,€1.00m
Sabir Bougrine,2022/2023,11,,,Attacking Midfield,Morocco,,https://www.transfermarkt.com/sabir-bougrine/profil/spieler/318904,Raja Club Athletic,,https://tmssl.akamaized.net//images/wappen/verysmall/2068.png?lm=1690377406,,€700k
Safouane Ben Salem,2012/2013,27,,,Central Midfield,Tunisia,,https://www.transfermarkt.com/safouane-ben-salem/profil/spieler/172959,Without Club,,https://tmssl.akamaized.net//images/wappen/verysmall/515.png?lm=1456997255,,€100k
Saliou Guindo,2015/2016,22,,,Centre-Forward,Mali,,https://www.transfermarkt.com/saliou-guindo/profil/spieler/364854,FC Dinamo City,,https://tmssl.akamaized.net//images/wappen/verysmall/588.png?lm=1754219945,,€50k
Salmen Trabelsi,2023/2024,,,,Right Winger,Tunisia,,https://www.transfermarkt.com/salmen-trabelsi/profil/spieler/1210567,Esperance Tunis U21,,https://tmssl.akamaized.net//images/wappen/verysmall/31167.png?lm=1673031553,,€25k
Sami Helal,2016/2017,,,,Goalkeeper,Tunisia,,https://www.transfermarkt.com/sami-helal/profil/spieler/206758,AS Marsa,,https://tmssl.akamaized.net//images/wappen/verysmall/18792.png?lm=1418329221,,€50k
Samuel Atvati,2019/2020,2,,,Right-Back,Nigeria,,https://www.transfermarkt.com/samuel-atvati/profil/spieler/628191,Abia Warriors FC,,https://tmssl.akamaized.net//images/wappen/verysmall/43417.png?lm=1420137420,,€175k
Samuel Eduok,2016/2017,,,1.25,Right Winger,Nigeria,,https://www.transfermarkt.com/samuel-eduok/profil/spieler/274802,Without Club,,https://tmssl.akamaized.net//images/wappen/verysmall/515.png?lm=1456997255,,€1.25m
Seddik Mejri,2013/2014,,,,Centre-Back,Tunisia,,https://www.transfermarkt.com/seddik-mejri/profil/spieler/304925,EGS Gafsa,,https://tmssl.akamaized.net//images/wappen/verysmall/18793.png?lm=1418329625,,
Seifeddine Akremi,2014/2015,,,,Left-Back,Tunisia,,https://www.transfermarkt.com/seifeddine-akremi/profil/spieler/122342,Al-Nairyah Club,,https://tmssl.akamaized.net//images/wappen/verysmall/92023.png?lm=1674494550,,€150k
Seifeddine Jerbi,2014/2015,,,,Right Winger,Tunisia,,https://www.transfermarkt.com/seifeddine-jerbi/profil/spieler/252963,ES Radès,,https://tmssl.akamaized.net//images/wappen/verysmall/54944.png?lm=1468792280,,€300k
Shararh,2023/2024,,,,Right Winger,Jordan,,https://www.transfermarkt.com/shararh/profil/spieler/677986,Al-Ramtha SC,,https://tmssl.akamaized.net//images/wappen/verysmall/31180.png?lm=1416237505,,€400k
Taha Yassine Khenissi,2019/2020,11,,1.00,Centre-Forward,Tunisia,,https://www.transfermarkt.com/taha-yassine-khenissi/profil/spieler/142252,Kuwait SC,,https://tmssl.akamaized.net//images/wappen/verysmall/15482.png?lm=1420983445,,€1.00m
Tarak Achour,2014/2015,,,,Defensive Midfield,Tunisia,,https://www.transfermarkt.com/tarak-achour/profil/spieler/112398,Unknown,,https://tmssl.akamaized.net//images/wappen/verysmall/75.png?lm=1456997316,,€150k
Tayeb Meziani,2019/2020,20,,,Right Winger,Algeria,,https://www.transfermarkt.com/tayeb-meziani/profil/spieler/373035,MC Algiers,,https://tmssl.akamaized.net//images/wappen/verysmall/8850.png?lm=1729529148,,€300k
Wassim Karoui,2022/2023,19,,,Goalkeeper,Tunisia,,https://www.transfermarkt.com/wassim-karoui/profil/spieler/402696,Without Club,,https://tmssl.akamaized.net//images/wappen/verysmall/515.png?lm=1456997255,,
Wassim Naghmouchi,2018/2019,,,,Central Midfield,Tunisia,,https://www.transfermarkt.com/wassim-naghmouchi/profil/spieler/264336,Al-Shomooa SC,,https://tmssl.akamaized.net//images/wappen/verysmall/111129.png?lm=1689528347,,€450k
Yan Sasse,2025/2026,10,-1,1.80,Right Winger,Brazil,,https://www.transfermarkt.com/yan-sasse/profil/spieler/469136,Without Club,,,,€1.80m
Yannick N'Djeng,2014/2015,15,,,Centre-Forward,Cameroon,,https://www.transfermarkt.com/yannick-ndjeng/profil/spieler/174946,Without Club,,https://tmssl.akamaized.net//images/wappen/verysmall/515.png?lm=1456997255,,€850k
Yassine Hamdi,2018/2019,,,,Left Winger,Tunisia,,https://www.transfermarkt.com/yassine-hamdi/profil/spieler/665858,Without Club,,https://tmssl.akamaized.net//images/wappen/verysmall/515.png?lm=1456997255,,
Yassine Meriah,2025/2026,5,-1,1.20,Centre-Back,Tunisia,,https://www.transfermarkt.com/yassine-meriah/profil/spieler/306330,Without Club,,,,€1.20m
Youcef Belaïli,2025/2026,11,-1,1.70,Left Winger,Algeria,,https://www.transfermarkt.com/youcef-belaili/profil/spieler/175014,Without Club,,,,€1.70m
Younes Rached,2025/2026,28,-3,,Left Winger,Tunisia,,https://www.transfermarkt.com/younes-rached/profil/spieler/849542,Without Club,,,,€400k
Youssef Abdelli,2019/2020,14,,,Centre-Forward,Tunisia,,https://www.transfermarkt.com/youssef-abdelli/profil/spieler/700702,US Monastir,,https://tmssl.akamaized.net//images/wappen/verysmall/9890.png?lm=1563116766,,€25k
Youssef Khemiri,2018/2019,,,,Left Winger,Tunisia,,https://www.transfermarkt.com/youssef-khemiri/profil/spieler/376087,Without Club,,https://tmssl.akamaized.net//images/wappen/verysmall/515.png?lm=1456997255,,€150k
Youssef Mosrati,2019/2020,29,,,Central Midfield,Tunisia,,https://www.transfermarkt.com/youssef-mosrati/profil/spieler/651142,Al Tersana Tripoli,,https://tmssl.akamaized.net//images/wappen/verysmall/35063.png?lm=1734761162,,€50k
Youssef Msakni,2012/2013,,,2.50,Left Winger,Tunisia,,https://www.transfermarkt.com/youssef-msakni/profil/spieler/69110,Without Club,,https://tmssl.akamaized.net//images/wappen/verysmall/515.png?lm=1456997255,,€2.50m
Youssouf Oumarou,2023/2024,6,,,Central Midfield,Niger,,https://www.transfermarkt.com/youssouf-oumarou/profil/spieler/343276,Al-Karma,,https://tmssl.akamaized.net//images/wappen/verysmall/103329.png?lm=1746217512,,€850k
Zakaria El Ayeb,2023/2024,31,,,Central Midfield,Tunisia,,https://www.transfermarkt.com/zakaria-el-ayeb/profil/spieler/1063396,AS Soliman,,https://tmssl.akamaized.net//images/wappen/verysmall/52128.png?lm=1468792418,,€450k
Zied Berrima,2023/2024,17,,,Centre-Forward,Tunisia,,https://www.transfermarkt.com/zied-berrima/profil/spieler/645530,Club Athlétique Bizertin,,https://tmssl.akamaized.net//images/wappen/verysmall/12717.png?lm=1534152607,,€50k
Zied Machmoum,2023/2024,,,,Right-Back,Tunisia,,https://www.transfermarkt.com/zied-machmoum/profil/spieler/215637,Without Club,,https://tmssl.akamaized.net//images/wappen/verysmall/515.png?lm=1456997255,,€150k
Zied Ounalli,2016/2017,,,,Left Winger,Tunisia,,https://www.transfermarkt.com/zied-ounalli/profil/spieler/215828,US Tataouine,,https://tmssl.akamaized.net//images/wappen/verysmall/51774.png?lm=1649076197,,€200k
Zinedine Kada,2023/2024,,,,Centre-Forward,Tunisia,,https://www.transfermarkt.com/zinedine-kada/profil/spieler/1248972,JS Kairouanaise,,https://tmssl.akamaized.net//images/wappen/verysmall/17534.png?lm=1418329709,,
Zinedine Sassi,2023/2024,35,,,Centre-Back,Tunisia,,https://www.transfermarkt.com/zinedine-sassi/profil/spieler/1054064,Al-Waab SC,,https://tmssl.akamaized.net//images/wappen/verysmall/77100.png?lm=1730162342,,€75k
Änis Ben-Hatira,2017/2018,,,,Right Winger,Tunisia,,https://www.transfermarkt.com/anis-ben-hatira/profil/spieler/35872,Hertha BSC II,,https://tmssl.akamaized.net//images/wappen/verysmall/45.png?lm=1656580875,,€400k
