Player,Season,Jersey_Number,Age,Height,Position,Nationality,Player_Image,Profile_URL,Current_Club,Current_Club_URL,Current_Club_Logo,Current_Club_Country,Market_Value
Ghaith Ouahabi,2023/2024,23,23,,Defensive Midfield,,,https://www.transfermarkt.com/ghaith-ouahabi/profil/spieler/1008453,Dinamo Batumi,,https://tmssl.akamaized.net//images/wappen/verysmall/11344.png?lm=1420654425,,€450k
Khalil Guenichi,2025/2026,27,27,,Defensive Midfield,,,https://www.transfermarkt.com/khalil-guenichi/profil/spieler/1023354,Without Club,,,,€500k
Malek Mehri,2022/2023,18,18,,Central Midfield,,,https://www.transfermarkt.com/malek-mehri/profil/spieler/1003198,Club Athlétique Bizertin,,https://tmssl.akamaized.net//images/wappen/verysmall/12717.png?lm=1534152607,,€200k
Sabir Bougrine,2022/2023,11,26,,Attacking Midfield,,,https://www.transfermarkt.com/sabir-bougrine/profil/spieler/318904,Raja Club Athletic,,https://tmssl.akamaized.net//images/wappen/verysmall/2068.png?lm=1690377406,,€700k
Aziz Abid,2023/2024,21,21,,Left Winger,,,https://www.transfermarkt.com/aziz-abid/profil/spieler/1008460,US Monastir,,https://tmssl.akamaized.net//images/wappen/verysmall/9890.png?lm=1563116766,,€150k
Mohamed Rayane Hamrouni,2024/2025,39,39,,Mohamed Rayane Hamrouni,,,https://www.transfermarkt.com/mohamed-rayane-hamrouni/profil/spieler/1008449,JS Kairouanaise,,https://tmssl.akamaized.net//images/wappen/verysmall/17534.png?lm=1418329709,,€200k
Abderrazak Ben Ammar,2021/2022,,19,,Abderrazak Ben Ammar,,,https://www.transfermarkt.com/abderrazak-ben-ammar/profil/spieler/1023355,Without Club,,https://tmssl.akamaized.net//images/wappen/verysmall/515.png?lm=1456997255,,
Moussa Konaté,2021/2022,,29,1.80,Centre-Forward,,,https://www.transfermarkt.com/moussa-konate/profil/spieler/192774,Bourges Foot 18,,https://tmssl.akamaized.net//images/wappen/verysmall/91662.png?lm=1703367604,,€1.80m
Kingsley Eduwo,2021/2022,14,26,,Centre-Forward,,,https://www.transfermarkt.com/kingsley-eduwo/profil/spieler/532477,El Masry SC,,https://tmssl.akamaized.net//images/wappen/verysmall/9094.png?lm=1608248109,,€650k
Percious Boah,2021/2022,,19,,Centre-Forward,,,https://www.transfermarkt.com/percious-boah/profil/spieler/843699,Without Club,,https://tmssl.akamaized.net//images/wappen/verysmall/515.png?lm=1456997255,,€50k
Amanallah Memmiche,2025/2026,1,21,,Amanallah Memmiche,,,https://www.transfermarkt.com/amanallah-memmiche/profil/spieler/1063397,Without Club,,,,€800k
Yassine Meriah,2025/2026,5,32,1.20,Centre-Back,,,https://www.transfermarkt.com/yassine-meriah/profil/spieler/306330,Without Club,,,,€1.20m
Houssem Dagdoug,2022/2023,30,30,,Centre-Back,,,https://www.transfermarkt.com/houssem-dagdoug/profil/spieler/487195,Etoile Sportive du Sahel,,https://tmssl.akamaized.net//images/wappen/verysmall/250.png?lm=1584825425,,€300k
Zinedine Sassi,2023/2024,35,35,,Centre-Back,,,https://www.transfermarkt.com/zinedine-sassi/profil/spieler/1054064,Al-Waab SC,,https://tmssl.akamaized.net//images/wappen/verysmall/77100.png?lm=1730162342,,€75k
Mohamed Ben Ali,2025/2026,2,30,,Mohamed Ben Ali,,,https://www.transfermarkt.com/mohamed-ben-ali/profil/spieler/290406,Without Club,,,,€500k
Mootez Zaddem,2024/2025,,24,,Central Midfield,,,https://www.transfermarkt.com/mootez-zaddem/profil/spieler/750487,Erbil SC,,https://tmssl.akamaized.net//images/wappen/verysmall/13595.png?lm=1420993899,,€400k
Zakaria El Ayeb,2024/2025,17,17,,Central Midfield,,,https://www.transfermarkt.com/zakaria-el-ayeb/profil/spieler/1063396,AS Soliman,,https://tmssl.akamaized.net//images/wappen/verysmall/52128.png?lm=1468792418,,€300k
Aziz Fellah,2025/2026,,23,,Attacking Midfield,,,https://www.transfermarkt.com/aziz-fellah/profil/spieler/797780,Without Club,,,,€50k
Shararh,2023/2024,,26,,Right Winger,,,https://www.transfermarkt.com/shararh/profil/spieler/677986,Al-Ramtha SC,,https://tmssl.akamaized.net//images/wappen/verysmall/31180.png?lm=1416237505,,€400k
Anice Ammous,2022/2023,,22,,Anice Ammous,,,https://www.transfermarkt.com/anice-ammous/profil/spieler/1010651,Without Club,,https://tmssl.akamaized.net//images/wappen/verysmall/515.png?lm=1456997255,,
Riad Benayad,2023/2024,,27,,Centre-Forward,,,https://www.transfermarkt.com/riad-benayad/profil/spieler/416109,USM Alger,,https://tmssl.akamaized.net//images/wappen/verysmall/6772.png?lm=1705509817,,€450k
Hamza Jelassi,2025/2026,6,33,,Hamza Jelassi,,,https://www.transfermarkt.com/hamza-jelassi/profil/spieler/244044,Without Club,,,,€400k
Koussay Smiri,2024/2025,3,20,,Centre-Back,,,https://www.transfermarkt.com/koussay-smiri/profil/spieler/1246844,Al-Khor SC,,https://tmssl.akamaized.net//images/wappen/verysmall/5381.png?lm=1739116207,,€175k
Alaeddine Derbali,2024/2025,,20,,Alaeddine Derbali,,,https://www.transfermarkt.com/alaeddine-derbali/profil/spieler/1264544,Esperance Tunis U21,,https://tmssl.akamaized.net//images/wappen/verysmall/31167.png?lm=1673031553,,
Oussema Shili,2023/2024,30,30,,Left-Back,,,https://www.transfermarkt.com/oussema-shili/profil/spieler/842994,Club Africain,,https://tmssl.akamaized.net//images/wappen/verysmall/819.png?lm=1737932046,,€450k
Elyas Bouzaiene,2025/2026,25,25,,Right-Back,,,https://www.transfermarkt.com/elyas-bouzaiene/profil/spieler/369308,Without Club,,,,€300k
Roger Aholou,2024/2025,18,18,1.00,Defensive Midfield,,,https://www.transfermarkt.com/roger-aholou/profil/spieler/727208,Al-Ittihad SC,,https://tmssl.akamaized.net//images/wappen/verysmall/13505.png?lm=1735841073,,€1.00m
Khaireddine Meddaoui,2023/2024,,20,,Midfielder,,,https://www.transfermarkt.com/khaireddine-meddaoui/profil/spieler/1264545,Esperance Tunis U21,,https://tmssl.akamaized.net//images/wappen/verysmall/31167.png?lm=1673031553,,
Mohamed Mohieddine Aloui,2023/2024,,19,,Mohamed Mohieddine Aloui,,,https://www.transfermarkt.com/mohamed-mohieddine-aloui/profil/spieler/1264547,Union Sportive de Ben Guerdane,,https://tmssl.akamaized.net//images/wappen/verysmall/30507.png?lm=1437974422,,
Houssem Tka,2025/2026,8,25,1.20,Central Midfield,,,https://www.transfermarkt.com/houssem-tka/profil/spieler/581156,Without Club,,,,€1.20m
Youssouf Oumarou,2023/2024,6,31,,Central Midfield,,,https://www.transfermarkt.com/youssouf-oumarou/profil/spieler/343276,Al-Karma,,https://tmssl.akamaized.net//images/wappen/verysmall/103329.png?lm=1746217512,,€850k
Mohamed Wael Derbali,2025/2026,4,22,,Mohamed Wael Derbali,,,https://www.transfermarkt.com/mohamed-wael-derbali/profil/spieler/946783,Without Club,,,,€600k
Larry Azouni,2024/2025,23,23,,Central Midfield,,,https://www.transfermarkt.com/larry-azouni/profil/spieler/204347,Dibba Al-Hisn SC,,https://tmssl.akamaized.net//images/wappen/verysmall/26713.png?lm=1719090134,,€400k
Onuche Ogbelu,2025/2026,14,22,,Central Midfield,,,https://www.transfermarkt.com/onuche-ogbelu/profil/spieler/1015616,Without Club,,,,€700k
Chiheb Jebali,2025/2026,31,31,1.00,Attacking Midfield,,,https://www.transfermarkt.com/chiheb-jebali/profil/spieler/295409,Without Club,,,,€1.00m
Abdramane Konaté,2025/2026,21,21,,Abdramane Konaté,,,https://www.transfermarkt.com/abdramane-konate/profil/spieler/1099653,Without Club,,,,€850k
Oussema Bouguerra,2025/2026,,26,,Left Winger,,,https://www.transfermarkt.com/oussema-bouguerra/profil/spieler/479300,Without Club,,,,€650k
Yan Sasse,2025/2026,10,28,1.80,Right Winger,,,https://www.transfermarkt.com/yan-sasse/profil/spieler/469136,Without Club,,,,€1.80m
Houssam Ghacha,2023/2024,18,18,,Houssam Ghacha,,,https://www.transfermarkt.com/houssam-ghacha/profil/spieler/503035,USM Alger,,https://tmssl.akamaized.net//images/wappen/verysmall/6772.png?lm=1705509817,,€900k
Elias Mokwana,2024/2025,24,24,,Right Winger,,,https://www.transfermarkt.com/elias-mokwana/profil/spieler/968496,Al-Hazem SC,,https://tmssl.akamaized.net//images/wappen/verysmall/9131.png?lm=1752519661,,€750k
André Bukia,2023/2024,7,29,,Right Winger,,,https://www.transfermarkt.com/andre-bukia/profil/spieler/343289,Without Club,,https://tmssl.akamaized.net//images/wappen/verysmall/515.png?lm=1456997255,,€400k
Salmen Trabelsi,2023/2024,,20,,Right Winger,,,https://www.transfermarkt.com/salmen-trabelsi/profil/spieler/1210567,Esperance Tunis U21,,https://tmssl.akamaized.net//images/wappen/verysmall/31167.png?lm=1673031553,,€25k
Koussay Maacha,2025/2026,30,30,,Right Winger,,,https://www.transfermarkt.com/koussay-maacha/profil/spieler/1258261,Without Club,,,,€200k
Bilel Sahli,2024/2025,,21,,Second Striker,,,https://www.transfermarkt.com/bilel-sahli/profil/spieler/710593,Without Club,,https://tmssl.akamaized.net//images/wappen/verysmall/515.png?lm=1456997255,,
Rodrigo Rodrigues,2024/2025,9,29,,Centre-Forward,,,https://www.transfermarkt.com/rodrigo-rodrigues/profil/spieler/638262,Coritiba Foot Ball Club,,https://tmssl.akamaized.net//images/wappen/verysmall/776.png?lm=1412879464,,€850k
Kebba Sowe,2024/2025,,19,,Centre-Forward,,,https://www.transfermarkt.com/kebba-sowe/profil/spieler/669379,AS Soliman,,https://tmssl.akamaized.net//images/wappen/verysmall/52128.png?lm=1468792418,,€200k
Achref Jabri,2025/2026,19,19,,Centre-Forward,,,https://www.transfermarkt.com/achref-jabri/profil/spieler/1180073,Without Club,,,,€500k
Zinedine Kada,2024/2025,28,28,,Centre-Forward,,,https://www.transfermarkt.com/zinedine-kada/profil/spieler/1248972,JS Kairouanaise,,https://tmssl.akamaized.net//images/wappen/verysmall/17534.png?lm=1418329709,,€150k
Amenallah Frikhi,2023/2024,,20,,Amenallah Frikhi,,,https://www.transfermarkt.com/amenallah-frikhi/profil/spieler/1264546,Esperance Tunis U21,,https://tmssl.akamaized.net//images/wappen/verysmall/31167.png?lm=1673031553,,
Bechir Ben Said,2025/2026,32,32,,Goalkeeper,,,https://www.transfermarkt.com/bechir-ben-said/profil/spieler/348144,Without Club,,,,€650k
Mokhtar Ifaoui,2025/2026,16,16,,Goalkeeper,,,https://www.transfermarkt.com/mokhtar-ifaoui/profil/spieler/1370391,Without Club,,,,
Aziz Koudhai,2025/2026,,21,,Centre-Back,,,https://www.transfermarkt.com/aziz-koudhai/profil/spieler/1359369,Without Club,,,,€25k
Nidhal Laifi,2025/2026,12,27,,Left-Back,,,https://www.transfermarkt.com/nidhal-laifi/profil/spieler/564882,Without Club,,,,€550k
Ibrahima Keita,2025/2026,3,23,,Right-Back,,,https://www.transfermarkt.com/ibrahima-keita/profil/spieler/995279,Without Club,,,,€150k
Wajdi Issaoui,2024/2025,,20,,Central Midfield,,,https://www.transfermarkt.com/wajdi-issaoui/profil/spieler/1338664,AS Soliman,,https://tmssl.akamaized.net//images/wappen/verysmall/52128.png?lm=1468792418,,
Mohamed Mouhli,2025/2026,37,37,,Mohamed Mouhli,,,https://www.transfermarkt.com/mohamed-mouhli/profil/spieler/433129,Without Club,,,,€300k
Younes Rached,2025/2026,28,28,,Left Winger,,,https://www.transfermarkt.com/younes-rached/profil/spieler/849542,Without Club,,,,€400k
Haythem Dhaou,2025/2026,17,17,,Left Winger,,,https://www.transfermarkt.com/haythem-dhaou/profil/spieler/1402922,Without Club,,,,€25k
Jack Diarra,2024/2025,,19,,Left Winger,,,https://www.transfermarkt.com/jack-diarra/profil/spieler/1133779,AS Soliman,,https://tmssl.akamaized.net//images/wappen/verysmall/52128.png?lm=1468792418,,
Ahmed Bouassida,2025/2026,33,33,,Centre-Forward,,,https://www.transfermarkt.com/ahmed-bouassida/profil/spieler/1161133,Without Club,,,,€275k
Aboubacar Diakité,2025/2026,29,29,,Centre-Forward,,,https://www.transfermarkt.com/aboubacar-diakite/profil/spieler/1346971,Without Club,,,,€75k
Kouceila Boualia,2025/2026,7,24,,Right Winger,,,https://www.transfermarkt.com/kouceila-boualia/profil/spieler/848796,Without Club,,,,€600k
Florian Danho,2025/2026,,25,,Centre-Forward,,,https://www.transfermarkt.com/florian-danho/profil/spieler/819938,Without Club,,,,€550k
